NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,161858,4209201,Lacerdópolis - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7540244,4209300,Lages - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1181764,4209409,Laguna - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82294,4209458,Lajeado Grande - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,524621,4209508,Laurentino - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,417062,4209607,Lauro Müller - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,375557,4209706,Lebon Régis - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,153711,4209805,Leoberto Leal - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,162696,4209854,Lindóia do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,528412,4209904,Lontras - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,937509,4210001,Luiz Alves - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,325563,4210035,Luzerna - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67238,4210050,Macieira - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3025376,4210100,Mafra - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,73674,4210209,Major Gercino - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,352565,4210308,Major Vieira - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,319264,4210407,Maracajá - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2250308,4210506,Maravilha - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,100177,4210555,Marema - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,870023,4210605,Massaranduba - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,66968,4210704,Matos Costa - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,377837,4210803,Meleiro - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,96430,4210852,Mirim Doce - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,179835,4210902,Modelo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1131737,4211009,Mondaí - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,249273,4211058,Monte Carlo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,262775,4211108,Monte Castelo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,919663,4211207,Morro da Fumaça - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,174039,4211256,Morro Grande - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7166303,4211306,Navegantes - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,255484,4211405,Nova Erechim - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,167423,4211454,Nova Itaberaba - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,826324,4211504,Nova Trento - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1165147,4211603,Nova Veneza - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,140228,4211652,Novo Horizonte - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1273949,4211702,Orleans - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1107127,4211751,Otacílio Costa - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,261035,4211801,Ouro - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,177248,4211850,Ouro Verde - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,74424,4211876,Paial - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,93594,4211892,Painel - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,9105304,4211900,Palhoça - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,330780,4212007,Palma Sola - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,181020,4212056,Palmeira - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1021332,4212106,Palmitos - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1048777,4212205,Papanduva - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,184626,4212239,Paraíso - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,274891,4212254,Passo de Torres - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,175428,4212270,Passos Maia - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,299199,4212304,Paulo Lopes - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,286004,4212403,Pedras Grandes - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1147220,4212502,Penha - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,145412,4212601,Peritiba - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,138525,4212650,Pescaria Brava - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,247126,4212700,Petrolândia - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1587686,4212809,Balneário Piçarras - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1738799,4212908,Pinhalzinho - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,241833,4213005,Pinheiro Preto - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,419814,4213104,Piratuba - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,152930,4213153,Planalto Alegre - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2964120,4213203,Pomerode - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,171155,4213302,Ponte Alta - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,153410,4213351,Ponte Alta do Norte - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,322645,4213401,Ponte Serrada - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1721134,4213500,Porto Belo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1347344,4213609,Porto União - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,813932,4213708,Pouso Redondo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,239795,4213807,Praia Grande - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,81851,4213906,Presidente Castello Branco - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1001043,4214003,Presidente Getúlio - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,71753,4214102,Presidente Nereu - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,158482,4214151,Princesa - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,581417,4214201,Quilombo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,166662,4214300,Rancho Queimado - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,300067,4214409,Rio das Antas - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,240772,4214508,Rio do Campo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,296743,4214607,Rio do Oeste - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,506214,4214706,Rio dos Cedros - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4306891,4214805,Rio do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,315110,4214904,Rio Fortuna - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1709159,4215000,Rio Negrinho - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,86405,4215059,Rio Rufino - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,169648,4215075,Riqueza - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,452502,4215109,Rodeio - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,112804,4215208,Romelândia - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,343522,4215307,Salete - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,99146,4215356,Saltinho - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,307001,4215406,Salto Veloso - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,569974,4215455,Sangão - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,678194,4215505,Santa Cecília - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,121919,4215554,Santa Helena - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,89003,4215604,Santa Rosa de Lima - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,229214,4215653,Santa Rosa do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,268999,4215679,Santa Terezinha - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,92260,4215687,Santa Terezinha do Progresso - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,52160,4215695,Santiago do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1377650,4215703,Santo Amaro da Imperatriz - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,101831,4215752,São Bernardino - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4807396,4215802,São Bento do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,228605,4215901,São Bonifácio - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,655148,4216008,São Carlos - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,188146,4216057,São Cristóvão do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,501291,4216107,São Domingos - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7730885,4216206,São Francisco do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,407938,4216255,São João do Oeste - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1258895,4216305,São João Batista - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,397289,4216354,São João do Itaperiú - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,321117,4216404,São João do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1186502,4216503,São Joaquim - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,14466881,4216602,São José - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,594284,4216701,São José do Cedro - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,290139,4216800,São José do Cerrito - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1556978,4216909,São Lourenço do Oeste - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1048991,4217006,São Ludgero - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,125067,4217105,São Martinho - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,52062,4217154,São Miguel da Boa Vista - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2534987,4217204,São Miguel do Oeste - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,112863,4217253,São Pedro de Alcântara - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,610269,4217303,Saudades - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,821542,4217402,Schroeder - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1304973,4217501,Seara - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,125603,4217550,Serra Alta - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,701826,4217600,Siderópolis - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1077546,4217709,Sombrio - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,95898,4217758,Sul Brasil - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,935847,4217808,Taió - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,622902,4217907,Tangará - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,78720,4217956,Tigrinhos - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2976677,4218004,Tijucas - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,156049,4218103,Timbé do Sul - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2594452,4218202,Timbó - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,276658,4218251,Timbó Grande - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1799356,4218301,Três Barras - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,179963,4218350,Treviso - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,229973,4218400,Treze de Maio - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,983841,4218509,Treze Tílias - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,416086,4218608,Trombudo Central - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,5336571,4218707,Tubarão - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,190289,4218756,Tunápolis - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,820536,4218806,Turvo - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,102218,4218855,União do Oeste - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,389362,4218905,Urubici - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,85176,4218954,Urupema - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1279369,4219002,Urussanga - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,257605,4219101,Vargeão - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,86743,4219150,Vargem - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,598895,4219176,Vargem Bonita - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,360332,4219200,Vidal Ramos - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3846541,4219309,Videira - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,163976,4219358,Vitor Meireles - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,188824,4219408,Witmarsum - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2885926,4219507,Xanxerê - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,204112,4219606,Xavantina - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1563335,4219705,Xaxim - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,140182,4219853,Zortéa - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,354557,4220000,Balneário Rincão - SC,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,291051,4300034,Aceguá - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,480668,4300059,Água Santa - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,648342,4300109,Agudo - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,379622,4300208,Ajuricaba - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,137865,4300307,Alecrim - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2620665,4300406,Alegrete - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,119787,4300455,Alegria - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,267475,4300471,Almirante Tamandaré do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,256624,4300505,Alpestre - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67859,4300554,Alto Alegre - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,174454,4300570,Alto Feliz - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3529384,4300604,Alvorada - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,147333,4300638,Amaral Ferrador - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,181655,4300646,Ametista do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,105228,4300661,André da Rocha - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,295481,4300703,Anta Gorda - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,821732,4300802,Antônio Prado - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,233907,4300851,Arambaré - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,289317,4300877,Araricá - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1178832,4300901,Aratiba - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1781076,4301008,Arroio do Meio - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,308206,4301057,Arroio do Sal - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,79174,4301073,Arroio do Padre - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,358088,4301107,Arroio dos Ratos - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,403055,4301206,Arroio do Tigre - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1005950,4301305,Arroio Grande - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,346014,4301404,Arvorezinha - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,343697,4301503,Augusto Pestana - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,155195,4301552,Áurea - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4135744,4301602,Bagé - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,332682,4301636,Balneário Pinhal - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,319647,4301651,Barão - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,303206,4301701,Barão de Cotegipe - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,157244,4301750,Barão do Triunfo - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,253630,4301800,Barracão - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,50753,4301859,Barra do Guarita - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,231623,4301875,Barra do Quaraí - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,489178,4301909,Barra do Ribeiro - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,70523,4301925,Barra do Rio Azul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,158839,4301958,Barra Funda - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,222739,4302006,Barros Cassal - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,45886,4302055,Benjamin Constant do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7759739,4302105,Bento Gonçalves - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,162523,4302154,Boa Vista das Missões - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,313737,4302204,Boa Vista do Buricá - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,230224,4302220,Boa Vista do Cadeado - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,194651,4302238,Boa Vista do Incra - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,128282,4302253,Boa Vista do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,432191,4302303,Bom Jesus - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,865227,4302352,Bom Princípio - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,64873,4302378,Bom Progresso - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,435053,4302402,Bom Retiro do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,153756,4302451,Boqueirão do Leão - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,260907,4302501,Bossoroca - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,133110,4302584,Bozano - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,96634,4302600,Braga - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,113651,4302659,Brochier - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,545590,4302709,Butiá - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1071098,4302808,Caçapava do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,417324,4302907,Cacequi - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3408150,4303004,Cachoeira do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7094390,4303103,Cachoeirinha - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,135720,4303202,Cacique Doble - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,178309,4303301,Caibaté - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,123647,4303400,Caiçara - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2849114,4303509,Camaquã - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,605446,4303558,Camargo - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,248069,4303608,Cambará do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,184639,4303673,Campestre da Serra - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,174021,4303707,Campina das Missões - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,330121,4303806,Campinas do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3896595,4303905,Campo Bom - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,262943,4304002,Campo Novo - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,103163,4304101,Campos Borges - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1106858,4304200,Candelária - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,329600,4304309,Cândido Godói - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2165914,4304358,Candiota - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1782781,4304408,Canela - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1653207,4304507,Canguçu - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,28818823,4304606,Canoas - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,55372,4304614,Canudos do Vale - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,233000,4304622,Capão Bonito do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2132260,4304630,Capão da Canoa - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,276462,4304655,Capão do Cipó - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,784508,4304663,Capão do Leão - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,392772,4304671,Capivari do Sul - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,275620,4304689,Capela de Santana - RS,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,83791,4304697,Capitão - RS,37,Produto Interno Bruto a preços correntes,2022,2022
