NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,101397,1718451,Pugmil - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,164680,1718501,Recursolândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,66631,1718550,Riachinho - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,29758,1718659,Rio da Conceição - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,94635,1718709,Rio dos Bois - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,105483,1718758,Rio Sono - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,87893,1718808,Sampaio - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,119921,1718840,Sandolândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,195532,1718865,Santa Fé do Araguaia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,112562,1718881,Santa Maria do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,222463,1718899,Santa Rita do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,464797,1718907,Santa Rosa do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,47244,1719004,Santa Tereza do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,42845,1720002,Santa Terezinha do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,79930,1720101,São Bento do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,33019,1720150,São Félix do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,233758,1720200,São Miguel do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49680,1720259,São Salvador do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,61444,1720309,São Sebastião do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,178993,1720499,São Valério - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,286765,1720655,Silvanópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,160124,1720804,Sítio Novo do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,160088,1720853,Sucupira - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,314405,1720903,Taguatinga - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,35214,1720937,Taipas do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,162121,1720978,Talismã - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,11951579,1721000,Palmas - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,159209,1721109,Tocantínia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,448286,1721208,Tocantinópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,111988,1721257,Tupirama - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,38383,1721307,Tupiratins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,192954,1722081,Wanderlândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,598804,1722107,Xambioá - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4148953,2100055,Açailândia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,117493,2100105,Afonso Cunha - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,120774,2100154,Água Doce do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,153680,2100204,Alcântara - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,369370,2100303,Aldeias Altas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,79336,2100402,Altamira do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,359926,2100436,Alto Alegre do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,282348,2100477,Alto Alegre do Pindaré - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,787087,2100501,Alto Parnaíba - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,77337,2100550,Amapá do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,435132,2100600,Amarante do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,236142,2100709,Anajatuba - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,178126,2100808,Anapurus - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,152578,2100832,Apicum-Açu - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,112188,2100873,Araguanã - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,311061,2100907,Araioses - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,296104,2100956,Arame - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,363217,2101004,Arari - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,106712,2101103,Axixá - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1748315,2101202,Bacabal - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,450355,2101251,Bacabeira - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,138556,2101301,Bacuri - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,45480,2101350,Bacurituba - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,8010408,2101400,Balsas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,293768,2101509,Barão de Grajaú - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1034429,2101608,Barra do Corda - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,753456,2101707,Barreirinhas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,91672,2101731,Belágua - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,124651,2101772,Bela Vista do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,95655,2101806,Benedito Leite - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,158758,2101905,Bequimão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,105329,2101939,Bernardo do Mearim - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,80574,2101970,Boa Vista do Gurupi - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,502149,2102002,Bom Jardim - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,425064,2102036,Bom Jesus das Selvas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,128771,2102077,Bom Lugar - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,386373,2102101,Brejo - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82005,2102150,Brejo de Areia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,317302,2102200,Buriti - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,302954,2102309,Buriti Bravo - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,995134,2102325,Buriticupu - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,139629,2102358,Buritirana - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75802,2102374,Cachoeira Grande - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,73805,2102408,Cajapió - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,134712,2102507,Cajari - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,279970,2102556,Campestre do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,177499,2102606,Cândido Mendes - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,189289,2102705,Cantanhede - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,310504,2102754,Capinzal do Norte - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,652288,2102804,Carolina - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,235574,2102903,Carutapera - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2440068,2103000,Caxias - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,84024,2103109,Cedral - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,68882,2103125,Central do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,126887,2103158,Centro do Guilherme - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,213798,2103174,Centro Novo do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1042456,2103208,Chapadinha - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,232143,2103257,Cidelândia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1633741,2103307,Codó - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,531449,2103406,Coelho Neto - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,687287,2103505,Colinas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,164033,2103554,Conceição do Lago-Açu - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,595188,2103604,Coroatá - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,302879,2103703,Cururupu - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,218595,2103752,Davinópolis - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,296096,2103802,Dom Pedro - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,109870,2103901,Duque Bacelar - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,185079,2104008,Esperantinópolis - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1105185,2104057,Estreito - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,133185,2104073,Feira Nova do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,141250,2104081,Fernando Falcão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,222176,2104099,Formosa da Serra Negra - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,423550,2104107,Fortaleza dos Nogueiras - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,206608,2104206,Fortuna - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,977590,2104305,Godofredo Viana - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,171046,2104404,Gonçalves Dias - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,97468,2104503,Governador Archer - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,382611,2104552,Governador Edison Lobão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,171337,2104602,Governador Eugênio Barros - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,99981,2104628,Governador Luiz Rocha - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,103326,2104651,Governador Newton Bello - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,300656,2104677,Governador Nunes Freire - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,57513,2104701,Graça Aranha - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1267469,2104800,Grajaú - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,100952,2104909,Guimarães - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,208097,2105005,Humberto de Campos - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,188044,2105104,Icatu - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,442682,2105153,Igarapé do Meio - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,119171,2105203,Igarapé Grande - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,8773107,2105302,Imperatriz - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,121516,2105351,Itaipava do Grajaú - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,836921,2105401,Itapecuru Mirim - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,637759,2105427,Itinga do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,78619,2105450,Jatobá - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,139195,2105476,Jenipapo dos Vieiras - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,315181,2105500,João Lisboa - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,140782,2105609,Joselândia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67826,2105658,Junco do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,553462,2105708,Lago da Pedra - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,98654,2105807,Lago do Junco - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,148283,2105906,Lago Verde - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,172304,2105922,Lagoa do Mato - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,91324,2105948,Lago dos Rodrigues - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,116772,2105963,Lagoa Grande do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,115530,2105989,Lajeado Novo - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,275398,2106003,Lima Campos - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,527370,2106102,Loreto - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,66411,2106201,Luís Domingues - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,169830,2106300,Magalhães de Almeida - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,250130,2106326,Maracaçumé - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,90904,2106359,Marajá do Sena - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,143228,2106375,Maranhãozinho - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,203946,2106409,Mata Roma - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,211635,2106508,Matinha - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,317188,2106607,Matões - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,117796,2106631,Matões do Norte - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82048,2106672,Milagres do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,381900,2106706,Mirador - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,538577,2106755,Miranda do Norte - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,121873,2106805,Mirinzal - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,290604,2106904,Monção - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,104605,2107001,Montes Altos - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,168263,2107100,Morros - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,103301,2107209,Nina Rodrigues - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,100922,2107258,Nova Colinas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,52128,2107308,Nova Iorque - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,177468,2107357,Nova Olinda do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,206604,2107407,Olho d'Água das Cunhãs - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,128664,2107456,Olinda Nova do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1540542,2107506,Paço do Lumiar - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,166373,2107605,Palmeirândia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,199976,2107704,Paraibano - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,396200,2107803,Parnarama - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,200602,2107902,Passagem Franca - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,341451,2108009,Pastos Bons - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,147290,2108058,Paulino Neves - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,233125,2108108,Paulo Ramos - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,873113,2108207,Pedreiras - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,206964,2108256,Pedro do Rosário - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,286031,2108306,Penalva - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,103427,2108405,Peri Mirim - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,253047,2108454,Peritoró - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,344863,2108504,Pindaré-Mirim - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1185383,2108603,Pinheiro - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,242199,2108702,Pio XII - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,156609,2108801,Pirapemas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,181008,2108900,Poção de Pedras - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1127832,2109007,Porto Franco - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,56999,2109056,Porto Rico do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,907199,2109106,Presidente Dutra - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,96644,2109205,Presidente Juscelino - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,70167,2109239,Presidente Médici - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,179657,2109270,Presidente Sarney - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,93347,2109304,Presidente Vargas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,106240,2109403,Primeira Cruz - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,327264,2109452,Raposa - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,855714,2109502,Riachão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,133865,2109551,Ribamar Fiquene - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,481119,2109601,Rosário - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,630539,2109700,Sambaíba - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,64532,2109759,Santa Filomena do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,394235,2109809,Santa Helena - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1716445,2109908,Santa Inês - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,888803,2110005,Santa Luzia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,339199,2110039,Santa Luzia do Paruá - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,311349,2110104,Santa Quitéria do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,341523,2110203,Santa Rita - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,105333,2110237,Santana do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,114432,2110278,Santo Amaro do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3117474,2110302,Santo Antônio dos Lopes - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,158302,2110401,São Benedito do Rio Preto - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,372912,2110500,São Bento - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,330315,2110609,São Bernardo - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,472476,2110658,São Domingos do Azeitão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,445024,2110708,São Domingos do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,104127,2110807,São Félix de Balsas - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,123480,2110856,São Francisco do Brejão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,108323,2110906,São Francisco do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,145858,2111003,São João Batista - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,138137,2111029,São João do Carú - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,171923,2111052,São João do Paraíso - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,217962,2111078,São João do Soter - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,396337,2111102,São João dos Patos - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2872683,2111201,São José de Ribamar - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,69267,2111250,São José dos Basílios - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,39578222,2111300,São Luís - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,187079,2111409,São Luís Gonzaga do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,464927,2111508,São Mateus do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,142979,2111532,São Pedro da Água Branca - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,101116,2111573,São Pedro dos Crentes - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,863570,2111607,São Raimundo das Mangabeiras - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,53238,2111631,São Raimundo do Doca Bezerra - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49972,2111672,São Roberto - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,163913,2111706,São Vicente Ferrer - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,100254,2111722,Satubinha - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,179372,2111748,Senador Alexandre Costa - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,197144,2111763,Senador La Rocque - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,101872,2111789,Serrano do Maranhão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,249392,2111805,Sítio Novo - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,154316,2111904,Sucupira do Norte - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,59316,2111953,Sucupira do Riachão - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3322534,2112001,Tasso Fragoso - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,214655,2112100,Timbiras - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2619876,2112209,Timon - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,493378,2112233,Trizidela do Vale - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,64356,2112274,Tufilândia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,379879,2112308,Tuntum - MA,37,Produto Interno Bruto a preços correntes,2022,2022
